Param 	 F68min 	 Mean 	 F68max 
 F68 
L_0	18.055323581	18.1395477882	18.4479006991	2
M_0	11.4439331802	11.6449520259	12.402697498	2
alpha	0.594278608798	0.735408024734	0.895868760934	2
gamma	0.00239429183593	0.0175026868696	0.0635994040057	18
