Param 	 F68min 	 Mean 	 F68max 
 F68 
L_0	18.0387666446	18.0452917184	18.1433999684	2
M_0	11.1081478253	11.1194690743	11.5492498385	3
alpha	0.33972090176	1.69168437289	1.97974400617	2
gamma	0.329572580663	0.338376722007	0.563596350885	2
