Param 	 F68min 	 Mean 	 F68max 
 F68 
L_0	17.7038597472	17.7811968464	17.8756636617	2
M_0	10.5604421086	10.7076966241	11.7492556416	2
alpha	0.0133743730618	0.915096426126	1.15454322431	2
gamma	0.280599601025	0.33069670156	0.555782182565	2
