Param 	 F68min 	 Mean 	 F68max 
 F68 
L_0	17.5778196241	17.7725395405	17.8388601587	2
M_0	10.7077186791	11.3524332686	11.9548063748	2
alpha	0.328279519803	0.483533299807	0.672016740661	2
gamma	0.00361602388193	0.177964130729	0.19143451328	3
