Param 	 F68min 	 Mean 	 F68max 
 F68 
L_0	17.9409086706	17.9222902782	18.0736465552	3
M_0	10.6261653778	10.7491409374	11.4559995398	2
alpha	0.129672226605	1.17701910291	1.18766730866	2
gamma	0.0519090105775	0.149313102877	0.373353294143	2
