# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6719	11.25	0.9	0.2	305.166764862	20
17.673354063	11.2261404506	0.943386306294	0.204844854205	308.211857515	20
17.6948694256	11.2625335154	0.923444855405	0.177831245624	313.195380646	20
17.6721526026	11.2556194288	0.96250032996	0.228019384408	304.2376187	20
17.6781296847	11.250236948	0.923934919842	0.338003808195	303.543095376	20
17.6864816924	11.2404707084	0.95118650311	0.298919111263	308.373863931	20
17.6691618726	11.241449491	0.915767831989	0.405541205069	295.79669959	20
17.6773476552	11.2469302342	0.859723728035	0.432735635364	296.508038299	20
17.6733807096	11.2259083501	0.891235318057	0.432071822818	314.922914754	19
17.6799418508	11.2331474834	0.825984968814	0.405937393825	300.444240763	20
17.6744809003	11.2452672021	0.858518674098	0.429460229153	294.784031481	20
17.6677842172	11.2478751262	0.873439600844	0.441895509979	311.581332727	19
17.6825055181	11.2550773676	0.869378881931	0.245019458837	308.002003986	20
17.6706164224	11.2404338672	0.789607602588	0.438575903197	333.160552445	18
17.6702232907	11.2544334324	0.924213305395	0.413956168257	294.876023176	20
17.6817253585	11.2369833989	0.822905421653	0.438245726883	317.391851869	19
17.6683729221	11.2462011699	0.760505793074	0.345105287854	298.245362918	20
17.6619789773	11.2531157518	0.854543225729	0.488457142351	284.586980801	20
17.6511013577	11.2364370763	0.87706325001	0.457555975553	282.242332066	20
17.6552703084	11.2419704632	0.866141193627	0.429330720345	327.516246796	18
17.6575368802	11.2380842165	0.859810473056	0.494148252816	281.400909444	20
17.6629029865	11.2283955931	0.833135168815	0.469137559446	286.684475769	20
17.6460353099	11.2445617277	0.80118123069	0.500496363807	274.747706559	20
17.6428861039	11.2538570209	0.870221308423	0.480053646591	276.40558171	20
17.6393631982	11.244694011	0.707746870658	0.465472419361	275.096581709	20
17.6437522592	11.2562624112	0.647899040285	0.419050262208	320.269097608	18
17.6452824075	11.2605998162	0.773513404267	0.507023002621	273.81330783	20
17.6343541717	11.2884899395	0.796795247526	0.504667656933	270.110528323	20
17.6331283347	11.2761911377	0.76647568749	0.45938175652	273.486729364	20
17.6261962231	11.3103012536	0.828449587147	0.532562533189	263.442114576	20
17.6239001082	11.3255834892	0.947153258482	0.612897111441	288.935185853	18
17.6177598187	11.2923018625	0.829379871069	0.546784594756	274.915958082	19
17.6280897321	11.3003681567	0.847630681575	0.470634353633	270.889127158	20
17.629442596	11.2996996839	0.834220490455	0.547824639889	263.199280945	20
17.6183506519	11.2874609592	0.860306381766	0.522614957687	261.300477	20
17.6107116847	11.2957691111	0.904998829125	0.603094133957	282.152167113	18
17.6157187813	11.2904993453	0.994713759975	0.59832563754	284.78842353	18
17.6064573179	11.2830553296	0.89534440076	0.504701666591	257.555200006	20
17.6042769056	11.2813006218	0.923551309818	0.518235472948	255.261659043	20
17.6031488887	11.2915988884	0.89890812747	0.524913823428	253.476971038	20
17.5893967901	11.3005725482	0.872194710607	0.490381856258	251.252185143	20
17.5852603818	11.294812967	0.855296502175	0.537274493059	277.76094866	18
17.5938851499	11.3042739493	0.858047060492	0.608636008916	292.53703499	17
17.5966818127	11.2993107936	0.910012755802	0.421343101545	279.331259562	19
