# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6719	11.25	0.9	0.2	299.202346514	20
17.6573007407	11.2651804558	0.91506202125	0.206448662175	292.895733215	20
17.6461625197	11.2636264092	0.860660657389	0.193155572208	290.094233989	20
17.6534096995	11.2799594207	0.786577344311	0.193450066622	290.156594156	20
17.6569993953	11.2866349924	0.803023102628	0.159962931592	291.865570376	20
17.6534786982	11.2975764727	0.729469731897	0.120089133186	291.02213959	20
17.6581039067	11.3036771769	0.812608560605	0.148004257285	290.649065923	20
17.6438555524	11.3136517798	0.855441596287	0.198206881893	283.663850007	20
17.6424538755	11.3141101238	0.824895591941	0.194923559162	283.065853939	20
17.6412604539	11.3129507737	0.897171788323	0.154215364167	283.557497696	20
17.6493639639	11.3113715427	0.881230172868	0.126670320611	286.589867203	20
17.6435577688	11.2888319674	0.96515682626	0.0976649348514	288.109773042	20
17.6525837614	11.3203584282	0.907689872863	0.164487249838	286.418115463	20
17.6291732882	11.3158670833	0.813604664837	0.112286413348	280.772474265	20
17.6273735799	11.3159359729	0.795843023267	0.115688010807	279.804319085	20
17.6230492153	11.3063671227	0.719842700714	0.101663057322	279.236296462	20
17.6335748826	11.2885214798	0.690561777156	0.0665401652511	285.776956671	20
17.615425074	11.3018831446	0.78283995795	0.100492006315	277.646884703	20
17.5977199748	11.3210806217	0.761035958259	0.125570014977	268.470654117	20
17.5708767951	11.3160675058	0.785912244046	0.110863323273	260.48928858	20
17.5687112442	11.3392140078	0.83890966763	0.111460583984	243.075154143	21
17.5845617158	11.3343643927	0.779434382726	0.153114009452	262.240855188	20
17.5631842543	11.351991706	0.814022326794	0.0900704768727	240.928403061	21
17.5516307684	11.3604304936	0.842671511733	0.0545527552359	237.595199938	21
17.5551592755	11.3768713033	0.866811953898	0.0953951163776	235.807506154	21
17.5465940476	11.3795842554	0.927173152923	0.110599778703	232.840348165	21
17.5335228076	11.3613341937	1.08527299276	0.0887234721017	230.613301225	21
17.5365655918	11.359242315	1.06258740481	0.191860669791	229.493012823	21
17.5487387106	11.3557920463	1.06589433209	0.149105302832	234.521635357	21
17.522838059	11.3449586562	0.986428263097	0.187919941865	227.098825677	21
17.5245519836	11.358178498	0.966759890342	0.256669253151	223.522820755	21
17.5167683907	11.3481962803	1.0250375627	0.24075844633	222.601278868	21
17.5179132858	11.3421916649	1.01698450954	0.252522638026	222.395870182	21
17.5181518888	11.3340262567	1.02865962825	0.223574742586	225.130340503	21
17.5241427433	11.3470697092	1.14496979769	0.291525751247	222.65571812	21
17.5217364692	11.3477949425	1.01880225731	0.209077984748	225.158860606	21
17.5083640042	11.3392698208	1.01543819992	0.223298377011	221.328860978	21
17.5053457422	11.3436271476	1.05989560225	0.19643138104	220.878188504	21
17.5204572266	11.3436344306	1.07315189594	0.114157926038	229.214790372	21
17.5031872002	11.3442731341	1.03737690928	0.235758873474	218.523647714	21
17.5258232804	11.3536800031	1.09149268809	0.203978912964	226.054127716	21
17.5049976912	11.3366712774	1.02459207892	0.275899057157	217.364811899	21
17.5172871301	11.3395831535	0.961991093142	0.209007156725	224.815070281	21
17.5097291253	11.3299666696	1.02225097323	0.218762641302	222.949038238	21
17.5024844926	11.3296782239	1.07780853456	0.319166449943	214.256362414	21
17.4874239945	11.3420241977	1.0725073627	0.267439981662	212.159057874	21
17.4911766875	11.3302830692	1.09716097318	0.318495891147	223.092714512	20
17.482746716	11.3562995394	1.08417744262	0.282903343194	208.540454473	21
17.4762336185	11.3517210003	1.08424053322	0.30955611833	217.238856888	20
17.4808538194	11.3501649085	1.08839566379	0.29834580806	207.156739827	21
17.479705564	11.3418765291	1.08511096963	0.270031007022	208.88698284	21
17.4797288421	11.3490298032	1.12012180611	0.303174499936	206.811200942	21
17.4715367084	11.3443435566	1.10370572107	0.303507302975	216.517664731	20
17.4805005902	11.3505462788	1.06520474613	0.332871172538	230.623483876	19
17.4938656541	11.3540695732	1.08814246173	0.262506554503	213.389051138	21
17.4767902861	11.3421774896	1.10337020478	0.294825386089	206.810401398	21
17.477747031	11.3469323414	1.00519230857	0.20031025991	211.582695228	21
17.4758964876	11.3332121205	1.08456004622	0.291688444622	206.972752683	21
17.4624937352	11.3295276396	1.06910259056	0.232387952556	206.161691339	21
17.454150784	11.33481876	0.997402966472	0.313071104097	222.000031633	19
17.4629111196	11.3344633077	1.13280438608	0.255177150649	204.980702064	21
17.4901151198	11.3319570382	1.211274626	0.335473778979	236.20735706	19
17.4499307896	11.3413348219	1.14089215504	0.233214101194	201.903462559	21
17.4551542377	11.3409708647	1.18921697182	0.213882201854	205.008299926	21
17.4556367374	11.3431665099	1.13564694738	0.1657617656	206.800571806	21
17.4429816237	11.3436686433	1.13162512105	0.20921130998	200.638877291	21
17.4408623445	11.3443806322	1.0640370774	0.241955500872	197.207469905	21
17.4422005439	11.3545514955	1.13917220089	0.181101960326	201.446257975	21
17.4463774668	11.3490409384	1.05800585608	0.194210511344	201.797765285	21
17.4254077958	11.3391220504	0.975837645956	0.309001336021	210.746263449	19
17.4448477103	11.3412549083	1.05377117253	0.256672450853	197.995645654	21
17.4500544361	11.3483743175	1.18997945611	0.190979614379	203.853381638	21
17.4435204027	11.3471936627	1.06739912847	0.299058861709	219.380846209	19
17.4309281611	11.3605752276	1.1003034193	0.19743849703	196.051110054	21
17.438001914	11.3598976583	1.11623235005	0.105633408818	202.267203927	21
17.4388610171	11.3577871858	0.99954323117	0.21035147717	197.332531205	21
17.4332418119	11.3630598365	1.0924467714	0.184705195682	197.33426011	21
17.4390723104	11.3791858735	1.06123969602	0.134310537551	199.001918229	21
17.4326478859	11.3663225144	1.12807617321	0.238654185914	194.039553705	21
17.4258697603	11.3614046559	1.13979604953	0.200075248302	194.404622137	21
17.4380333464	11.3550396923	1.12991018931	0.146282371373	201.212352715	21
17.4343513077	11.3548478383	1.1391465209	0.0545608707792	203.823405422	21
17.4237408152	11.3550672945	1.1452134277	0.293548943524	212.247102857	19
17.4197955246	11.3559822039	1.0091616036	0.173295710025	194.135725268	21
17.4268892268	11.3643313475	0.98958781777	0.242982039286	190.865921825	21
17.4132371666	11.3620357271	0.962907602982	0.188577914009	189.751728637	21
17.4173348594	11.3539954099	0.990723351614	0.195389479186	191.427621913	21
17.4078628847	11.3612333726	0.93397623612	0.108141127085	191.840371547	21
17.4143838297	11.3480147934	0.94133650073	0.239903225587	187.812336794	21
17.4179495417	11.3366142595	0.966570937218	0.12842298387	197.331931856	21
17.4287247571	11.3389827761	1.02805306521	0.16252189806	198.778003405	21
17.413701756	11.3550775183	0.942985855587	0.148132588027	192.541889002	21
17.425555603	11.3511266274	0.965360491619	0.300503338723	211.205125924	19
17.4264953525	11.3388620707	1.04955677542	0.228472018374	194.326857576	21
17.408690595	11.3512533266	0.909204043408	0.274712303744	205.373256029	19
17.4105558734	11.3537365503	0.9561849056	0.247415944482	185.325078117	21
17.4012413695	11.3364448954	0.955664351606	0.171150547595	188.9262683	21
17.4195643708	11.3643718779	0.951760284373	0.232382950324	189.148583188	21
17.4191366776	11.3673097058	1.07164721348	0.2096699456	190.801029203	21
17.397318525	11.3584775875	0.869678574162	0.220315493441	181.855567058	21
17.3936101253	11.3540783816	0.909714727222	0.171587929084	184.655341451	21
17.4024594673	11.3496431577	0.938587242217	0.200763276571	186.102205795	21
17.4016876261	11.363192414	0.832707966715	0.201355200481	184.272856624	21
17.3954103634	11.3573918982	0.891551858707	0.234793965141	191.907409935	20
17.3988885088	11.3595605447	0.813794131955	0.257992786773	202.139747017	19
17.4033069455	11.361923778	0.757573231805	0.217405327084	182.427487548	21
17.3927360527	11.3499109236	0.85174681213	0.261082353089	200.156208906	19
17.395242958	11.3619682696	0.853533392251	0.250420026632	201.641862362	19
17.3976373178	11.363615688	0.748916980412	0.191748604819	182.126063752	21
17.3957319943	11.3521071139	0.711587659893	0.161225865223	183.792957651	21
17.4040441963	11.3620875511	0.742800254368	0.165786843476	186.040716293	21
17.3909548817	11.365604156	0.82417122853	0.114969682384	184.441097723	21
17.3919374595	11.3763435536	0.803948341315	0.159746881497	182.280835188	21
17.3770778437	11.3646555253	0.824066591006	0.177240541238	176.941058167	21
17.3878741153	11.3501173243	0.814878656024	0.192804735731	180.669032119	21
17.3856081162	11.3606630229	0.765437362558	0.137731705619	181.744347753	21
17.380927846	11.3729885912	0.821565627086	0.189118877618	176.839936795	21
