# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6719	11.25	0.9	0.2	299.351559875	20
17.6943520873	11.2425792516	0.859296651106	0.210916906253	307.779993694	20
17.6801772878	11.2643586412	0.902255786906	0.113341831356	302.958091428	20
17.6778953309	11.2549160514	0.971479307525	0.275776059588	299.8252408	20
17.6748799963	11.2361954838	0.921809917385	0.185473158886	302.557871754	20
17.678145349	11.2420617478	0.85880927162	0.178310976449	303.878018954	20
17.671407306	11.2556124121	0.86352996072	0.219631183173	299.277063095	20
17.6504499029	11.2472393091	0.860485824324	0.310820856755	287.266914026	20
17.6604592239	11.2425520851	0.864411748076	0.212982232623	295.817690078	20
17.6420196321	11.2545562347	0.810729717924	0.333059716996	282.928730614	20
17.6529993035	11.2501232238	0.830475319607	0.418081682325	280.877396709	20
17.6510851211	11.2594669001	0.920214465096	0.362345976565	284.543887839	20
17.6524006703	11.2519607758	0.816953629523	0.441614899567	278.67636807	20
17.6307712333	11.2585115554	0.803455500906	0.441387489235	269.621135677	20
17.6441376927	11.2581713439	0.829791905582	0.438696000355	275.337696228	20
17.6339499172	11.2434415698	0.832241599894	0.364397335091	277.265342232	20
17.6384558275	11.2576913968	0.876671547961	0.449744559574	272.283012164	20
17.6244971057	11.2556977923	0.820575565485	0.474292060138	299.822418915	18
17.6449158713	11.2639755606	0.839925644207	0.407971100266	278.556428436	20
17.6058991506	11.2614776278	0.744870220831	0.429624422496	259.154311123	20
17.5966588166	11.2600925324	0.661179969833	0.466857889537	284.021849309	18
17.5896185692	11.2544136251	0.734675515653	0.448834344968	284.813702798	18
17.5977229825	11.2637754202	0.676595383855	0.393447162924	258.841362651	20
17.597810057	11.2577378153	0.642939031427	0.360944269438	260.86302958	20
17.5845267649	11.2717869906	0.685976526648	0.381344531979	253.429784349	20
17.5785800392	11.2681892215	0.723141855831	0.394835048942	250.861914876	20
17.5612607099	11.2656882174	0.667351365486	0.413688054115	273.596427304	18
17.5756264879	11.2736841702	0.761668417742	0.342285528377	253.933868604	20
17.5791155308	11.2747793479	0.741488960777	0.479784639883	275.430667405	18
17.5750830207	11.2505345356	0.832544522155	0.480610869571	273.978463855	18
17.5577923	11.2734860764	0.671359398254	0.437314423489	268.98448315	18
17.5722189018	11.2772960496	0.695144340436	0.326232848525	253.216360809	20
17.5867407627	11.2699825535	0.662481673938	0.337268162834	257.994020979	20
17.5729987719	11.2786129255	0.767712639522	0.437692321794	278.578309159	18
17.5957854395	11.2629308182	0.737247027811	0.345257056077	261.975297595	20
17.5760882935	11.2873660532	0.681754837459	0.357612046653	251.827363215	20
17.5531427752	11.2994448335	0.697811496512	0.349506158408	243.092016841	20
17.5584468385	11.3054318883	0.645395222597	0.336288513706	244.948302254	20
17.525485694	11.3019908083	0.615784087866	0.361382698462	228.876428172	20
17.536875048	11.3022809302	0.650013198186	0.322635849776	236.690332276	20
17.5316189186	11.2974642581	0.62167643876	0.393893829114	244.123691815	19
17.5387115178	11.2994442537	0.651184759601	0.388256981565	233.074513428	20
17.5463038219	11.3250680106	0.566146251376	0.371350284245	236.062563777	20
17.519961466	11.3043450759	0.669282653565	0.302272517595	232.35673888	20
17.5141001771	11.3167645768	0.574360440519	0.422717368855	248.514015285	18
17.5378622575	11.3061101532	0.624639983024	0.466555860564	254.86314212	18
17.5345788507	11.3030530235	0.51707795184	0.323785127004	234.154481636	20
17.5226957592	11.3050848445	0.603329403493	0.388673584885	241.028717183	19
17.516035748	11.2906718394	0.700888920047	0.350106711458	228.212770489	20
17.5131585352	11.2998233044	0.691608645028	0.461737109753	243.653402168	18
17.5135408484	11.2946585952	0.687183018727	0.334260670187	227.326957686	20
17.5132908453	11.3022013015	0.691974317744	0.351233503645	226.028882195	20
17.5109022441	11.3056178937	0.731664744015	0.345541604441	225.8488737	20
17.5154796948	11.3155326095	0.741001698732	0.313433772783	229.778797722	20
17.5078533411	11.3018932761	0.70472016236	0.301072102572	228.198108182	20
17.4988416846	11.3274469083	0.755575037573	0.276470776654	213.748548244	21
17.4849475408	11.3502692055	0.692052160409	0.306598786688	206.091146213	21
17.4811291	11.3450251894	0.73179854727	0.335251859271	202.954719169	21
17.4751217046	11.3414312202	0.563233707893	0.29905375547	212.316409171	20
17.4917100178	11.345157082	0.840241418933	0.378028019276	204.987272726	21
17.4840571089	11.338598777	0.692972393839	0.318244069045	216.368399899	20
17.4843795042	11.3645098217	0.80193354149	0.319162530224	205.178901004	21
17.4715825573	11.3619820701	0.737321180971	0.247829967524	204.560042109	21
17.4708984807	11.3343382739	0.695368020487	0.376860396661	220.292742375	19
17.4993954832	11.3410342269	0.76187032033	0.318689059925	211.158971472	21
17.4768420263	11.3492374353	0.806973176513	0.344707606332	201.976025509	21
17.4598490387	11.3358288266	0.857671525464	0.367792711669	219.121895057	19
17.4850402902	11.3522241228	0.858965288587	0.341894685772	205.248263228	21
17.4695750334	11.3460797849	0.843822848254	0.346826147978	199.388720476	21
17.4673779787	11.3570662185	0.802486558689	0.259258428648	203.202650902	21
17.4592295529	11.3361012103	0.860324527392	0.358709299569	207.560388762	20
17.4677647172	11.3597159097	0.886702706613	0.345915020641	198.80595909	21
17.4839374407	11.3415847501	0.862199705132	0.327424387592	206.372963878	21
17.4573548751	11.3589884575	0.863333423476	0.425828581212	211.904516052	19
17.4819351282	11.3594682609	0.946064936003	0.365980987406	203.096762362	21
17.4612061822	11.3512624623	0.852362557791	0.370376697952	218.863297823	19
