# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6500000001	11.3100000001	0.8600000001	0.5300000001	306.086170433	18
17.6387938374	11.3047255436	0.758403265145	0.513971505074	301.499635164	18
17.6455921568	11.30696965	0.75711636901	0.464833642775	272.392004873	20
17.6183000291	11.3167848817	0.740125160761	0.54829476487	286.847623143	18
17.6426570464	11.3038767781	0.706053459974	0.446087730111	272.470866511	20
17.6359517218	11.2839498329	0.677964561103	0.542128339777	296.061667301	18
17.6465063202	11.2827355795	0.58093099458	0.515283598282	304.196472855	18
17.637710358	11.2868371443	0.742492718415	0.359186244841	276.664830535	20
17.6379707619	11.3163281783	0.658361321247	0.404573355746	272.216932164	20
17.6559662122	11.3193938485	0.612487244828	0.414156082559	280.022873235	20
17.6425634165	11.313574001	0.620359507341	0.393388697775	274.918068763	20
17.6483671545	11.3253360714	0.668027060752	0.447967814673	273.467299179	20
17.6291691789	11.3252612748	0.756821470285	0.432871131107	267.172822323	20
17.6058523625	11.3146748816	0.779174467763	0.419538208364	257.837224834	20
17.6090360943	11.3145832673	0.91391858192	0.369761317044	263.682532924	20
17.6016534101	11.3228328699	0.751314718512	0.418217670176	256.194667141	20
17.6048211456	11.3252330746	0.740888626328	0.491301796308	287.255828753	18
17.6008605956	11.314831403	0.781076671071	0.459974860314	288.497449316	18
17.6093722236	11.3209673565	0.772580202294	0.451486111828	274.677918047	19
17.6344689538	11.3211558172	0.786503233166	0.277982814325	276.148189805	20
17.604290808	11.3270312564	0.711045177251	0.394011186692	258.801107813	20
17.6106306847	11.3169651035	0.790870228489	0.335075058121	265.912236203	20
17.5959660402	11.3223279035	0.732812254808	0.45387515132	286.283034442	18
17.6042064248	11.3182136816	0.751763214843	0.390310376849	259.290783576	20
17.6098556538	11.3257849029	0.746412335251	0.379284393008	262.84646609	20
17.5984490722	11.3283456423	0.714729533116	0.43033367186	254.619790916	20
17.6013272342	11.3319025263	0.675877878945	0.447486316949	271.821845234	19
17.5959436803	11.3421844946	0.587549818547	0.421238907321	253.763219718	20
17.5829250565	11.3368753987	0.512487456516	0.435470706053	280.078532577	18
17.6046624316	11.3341752719	0.552658423784	0.457592849516	289.243985983	18
17.6005273731	11.3449536258	0.603815234486	0.434253049892	254.675740273	20
17.595936005	11.3385663523	0.563681720716	0.453773669736	284.813899304	18
17.581840029	11.349860722	0.493824803975	0.36676568787	249.312250591	20
17.6011526635	11.3420978729	0.52242679024	0.40120242077	256.035555808	20
17.5827873554	11.3698342674	0.519830409389	0.366191831429	250.272758012	20
17.578759922	11.3477942088	0.509018945728	0.389204087444	247.099098739	20
17.575443347	11.3542789624	0.499172102304	0.432149431127	276.557784447	18
17.5675705257	11.3479183156	0.508921613519	0.450699386521	271.207409999	18
17.5844683314	11.3660771291	0.504616419438	0.380282959882	249.525912399	20
17.5781852796	11.3673200746	0.474791480623	0.406726160839	246.098473906	20
17.5904226889	11.3636105668	0.433387855685	0.443090708371	283.567237089	18
17.5891642415	11.3617354796	0.457601478205	0.400345963006	250.910798292	20
17.5766162711	11.3566440923	0.486059993683	0.347944706835	249.126527026	20
17.5748752662	11.3765730208	0.464902287397	0.433851235323	276.589050264	18
17.581944397	11.3673261704	0.51577563253	0.517488296749	272.862678018	18
17.576306599	11.3648401908	0.468946477465	0.378612657038	246.446999252	20
17.576093976	11.37037208	0.468172837807	0.430305689489	277.25924191	18
17.5821623945	11.3782360703	0.466819780522	0.424727083006	246.924602756	20
17.5764205862	11.3595876185	0.460292819745	0.337780696369	248.823484293	20
17.583659262	11.3487056297	0.458728143871	0.311574229443	253.83809555	20
17.5728762662	11.3706873771	0.436738445812	0.436010549717	274.414054499	18
17.5748819504	11.3789436469	0.475561123316	0.352165872804	247.664014618	20
17.5782713616	11.3677533229	0.49847582214	0.365451069921	249.005075807	20
17.5859144209	11.3610495845	0.368049986689	0.346978347708	252.204923334	20
17.5810909782	11.3561084612	0.447729742206	0.426494762145	262.672864546	19
17.5684576759	11.355791553	0.488739401748	0.343046864793	245.213116434	20
17.5739397733	11.3579013021	0.421171490005	0.343008378841	247.365691107	20
17.5692622608	11.368516226	0.629429166978	0.287033617258	249.236630423	20
17.5676641336	11.3636003438	0.509708412619	0.355215382223	244.794334624	20
17.565584356	11.377734596	0.611542915832	0.402009172524	241.207031858	20
17.5716342775	11.3880740661	0.508358740887	0.426269104251	242.566287936	20
17.5656053687	11.3790318334	0.595292189154	0.343158799908	244.205056864	20
17.5671310192	11.3755467866	0.61458447645	0.463228621857	270.86932907	18
17.5676198864	11.4004710481	0.602320774611	0.418562374895	241.130441489	20
17.5889836455	11.4000713383	0.601635154196	0.449211598552	248.001054963	20
17.5479402924	11.3782067634	0.673096656322	0.450610939694	262.637945817	18
17.562673041	11.3982327165	0.650625271649	0.446980963331	269.820101043	18
17.5772754116	11.3945679909	0.485965279419	0.371082655332	247.75796211	20
17.5523083538	11.4044337919	0.664210713055	0.393955481138	236.152019856	20
17.5430694087	11.4032553098	0.659985158642	0.388128951719	231.798627939	20
17.5554468051	11.3849696922	0.631861614934	0.340970014922	240.393147256	20
17.5516951797	11.4127392271	0.627858864741	0.39201993321	235.733532021	20
17.5341108113	11.40322375	0.718317686558	0.403616032028	228.516622949	20
17.5501878435	11.4058445822	0.695003191427	0.401436405933	234.383335827	20
17.5166355806	11.3931106845	0.713890252588	0.395809825756	236.503236756	19
17.5444776852	11.3855234635	0.71088095525	0.319999543622	236.848362764	20
17.5389438764	11.4073851529	0.807990210202	0.456363419307	242.04036291	19
17.5298651155	11.4044630328	0.78249282622	0.411224353352	227.427865389	20
17.5240662066	11.3929790858	0.791253424633	0.451370883319	236.781168272	19
17.5253286242	11.416480532	0.738402781287	0.43723096424	237.500603162	19
17.5372056478	11.4033845923	0.853729646179	0.326717327981	220.637493715	21
17.5397446407	11.4037647934	0.856073284874	0.304223990378	222.637199586	21
17.5405927054	11.4189219222	0.808840580877	0.351093859829	220.097392828	21
17.5307458357	11.396507334	0.770306987707	0.347162755148	217.527157351	21
17.5355294431	11.3972059447	0.751182991502	0.373853750094	217.750651392	21
17.5145091996	11.407097037	0.80573662245	0.443618952711	233.27699662	19
17.5493600935	11.3965406553	0.681994326057	0.335253285166	237.847107843	20
17.5246136999	11.3839055421	0.748006497846	0.388501947335	213.267639417	21
17.5301248888	11.3864063923	0.74499231219	0.304342059066	220.095651807	21
17.5428896881	11.3846723894	0.684134830393	0.372052977679	233.785018404	20
17.5244398516	11.3828458113	0.706090008975	0.385333907848	225.787065464	20
17.5252853464	11.3842103395	0.752686616263	0.374662721541	214.437419	21
17.5388288413	11.3840527133	0.817445524985	0.422440689643	245.775981304	19
17.5234608525	11.3850245391	0.743171920749	0.356680860386	214.870027448	21
17.5371027397	11.3729849464	0.682756099485	0.30465319746	236.038092163	20
17.5223224261	11.4002555014	0.696428259758	0.316831997519	227.733585511	20
17.5294955766	11.3919341246	0.812062517255	0.381660353758	216.24148609	21
17.5305164924	11.3776675593	0.787235574323	0.395724421967	215.88981577	21
17.5225562222	11.3864238945	0.73861120016	0.340586711202	215.883697492	21
17.5199318569	11.3739419218	0.77237487796	0.26287328615	219.729487094	21
17.5359873354	11.3886691378	0.703603789038	0.469451500189	255.820121124	18
17.5351368456	11.3844301471	0.781620908978	0.403906954948	217.128344849	21
17.5457002685	11.3718243954	0.735495991692	0.2909470677	239.569065016	20
17.5380844144	11.3900425484	0.824183008944	0.43051920307	243.845089721	19
17.514575659	11.3866813948	0.661881653921	0.492252613739	242.399542388	18
17.5166376396	11.394997223	0.81491351539	0.373581880134	211.740193817	21
17.5159017277	11.3899443541	0.793735679759	0.322051672566	214.242612577	21
17.5198448951	11.3969186102	0.784680609519	0.328957087325	214.836898241	21
17.5229777832	11.3973032304	0.765023981866	0.381765575661	212.655642149	21
17.5049319085	11.3956004818	0.897249558215	0.281846295725	212.466182105	21
