# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6719	11.25	0.9	0.2	296.664484161	20
17.6783545072	11.2369497565	0.876606006908	0.179057140021	301.638903477	20
17.6589910159	11.2372639972	0.890257360285	0.139898307021	296.396395339	20
17.661440671	11.2416131266	0.92498836826	0.0898777673407	296.881466044	20
17.6609423547	11.2348573183	0.886105654761	0.0453282057964	298.311902991	20
17.6584696662	11.2308689089	0.96769477003	0.0562730171895	298.364328741	20
17.6692221916	11.2473141134	0.934597346654	0.0577545069588	298.710109124	20
17.6625122849	11.243969872	0.945853044	0.22860214976	294.221359301	20
17.6662041268	11.2526294739	0.989352331095	0.277908736349	292.757407462	20
17.6804053494	11.2409361588	1.012429754	0.241530686095	300.270866063	20
17.6747689556	11.2540085043	0.922098584384	0.291635226158	294.94080012	20
17.6568513014	11.2442063483	1.00325231662	0.295291090062	289.364056029	20
17.6442346666	11.210143453	0.974926653704	0.322263187546	286.172805068	20
17.6523089464	11.2140267932	0.975598120192	0.377554507505	284.272323418	20
17.6498803304	11.2184014785	0.95705721223	0.414081941113	279.504291102	20
17.6509224801	11.2437436592	0.91190921934	0.404503095381	280.171992926	20
17.67168001	11.2377659106	0.842977711358	0.424779678834	286.877568158	20
17.664769835	11.2514190216	0.95755337935	0.420857452974	283.742444684	20
17.6628545519	11.2673523095	0.887175657704	0.338980350019	287.807706121	20
17.6518337281	11.257655295	0.811299368409	0.34266995205	283.773599933	20
17.6454457111	11.2660624669	0.811348871821	0.40733134843	276.23336926	20
17.6407917603	11.2411948884	0.838170078059	0.38088239487	277.082558373	20
17.6601436963	11.2547762708	0.767157325841	0.367883255679	284.852414807	20
17.6483999008	11.2773326418	0.768310399919	0.363039389383	279.451753035	20
17.6571729865	11.269846932	0.872640148306	0.503013156832	310.71293428	18
17.6411062597	11.2745774759	0.768528849512	0.498128652643	302.744484955	18
17.6507202912	11.2634501265	0.774240433412	0.469086114206	310.485432578	18
17.654387958	11.2785826584	0.815126181892	0.353206134993	282.704552335	20
17.6547384396	11.2634106584	0.842773940809	0.301886537204	285.850567933	20
17.6512904263	11.2716840273	0.806721618581	0.431440405155	276.97870418	20
17.654120586	11.2383890563	0.782557928822	0.396805432552	280.871259288	20
17.6468845761	11.2725857014	0.847987752953	0.387522242138	278.411794657	20
17.6687900118	11.274736004	0.867035170298	0.413166337688	285.723509106	20
17.6486262995	11.2597912547	0.923680551072	0.391716913976	279.314586547	20
17.6620345566	11.2674544186	0.798695482885	0.506517067341	313.108829641	18
17.6572206509	11.2807623898	0.776736097538	0.376161071702	282.283940245	20
17.6655951783	11.2651347366	0.813408102831	0.542571687082	309.170638006	18
17.6548304642	11.2725440638	0.778688132356	0.411413984619	279.653070463	20
17.6650196844	11.2782573646	0.747906358841	0.453407383223	281.042943889	20
17.6495592736	11.2907329102	0.835426910592	0.415988100194	276.133569667	20
17.6458990633	11.2879880454	0.916699109984	0.346369501128	279.443099149	20
17.6342292227	11.2748038153	0.802815150206	0.309324502528	277.300674272	20
17.6342657787	11.3085378381	0.838833651713	0.347006647846	273.894954323	20
17.6504643162	11.3066514134	0.845548534016	0.277136519132	282.854736878	20
17.632994118	11.3123930525	0.909695551376	0.319255175382	274.325491782	20
17.6220482325	11.3101130742	0.839305071094	0.288414929053	271.352088894	20
17.6344048462	11.309223138	0.834063130649	0.327488682455	274.518196496	20
17.6014070126	11.3109355389	0.81582083637	0.28090631125	264.396754737	20
17.6077599763	11.3196408394	0.862393345196	0.294599873231	265.345443568	20
17.6109883636	11.3055701812	0.841499825321	0.252623704159	269.355898661	20
17.6075366165	11.3010977742	0.734846216751	0.393563947714	260.054560759	20
17.6078601342	11.2997399924	0.743901124634	0.401831216733	259.495023416	20
17.6051088084	11.3225222772	0.78361087991	0.391088493651	259.551836117	20
17.6072625733	11.3183221215	0.756153978593	0.348305566736	262.218112454	20
17.6132701804	11.3408449181	0.751447005124	0.332069134583	264.271069176	20
17.6078347855	11.3209852294	0.850322044206	0.359397491535	262.445821755	20
17.5960340309	11.3244120655	0.810534300549	0.477268720392	282.933595532	18
17.6068695279	11.3070685232	0.819468008835	0.321388735431	264.383738019	20
17.6031500785	11.3229484338	0.809641747073	0.432947706132	255.741151991	20
17.6055326303	11.3242200383	0.835242356656	0.454593912126	290.244071157	18
17.6027632308	11.3165190745	0.867325685056	0.357596228743	260.759002222	20
