# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6500000001	11.3100000001	0.8600000001	0.5300000001	304.462533689	18
17.6527019708	11.3117436487	0.937834288118	0.554221617633	302.97348908	18
17.6541726242	11.3083758934	0.886311458038	0.549077668119	304.97192903	18
17.6397254199	11.3278687917	0.920063675591	0.5673864402	318.4312409	17
17.6411727882	11.3134871823	1.0303890288	0.505174929938	302.350157206	18
17.6442622171	11.3155347772	1.13193574819	0.536321142205	282.63889261	19
17.6567551211	11.3283662613	1.06893874268	0.522614104257	288.851506951	19
17.6651742803	11.306281682	1.07108740217	0.564382381237	307.99174248	18
17.6334942811	11.3259046338	1.12194100894	0.577221231536	291.962550857	18
17.6451598643	11.3225479406	1.10520583019	0.539031487048	282.528328817	19
17.6228484366	11.3066595652	1.1873974215	0.481500262882	278.046683913	19
17.6214895408	11.3145076743	1.17327599521	0.416965510786	282.335407495	19
17.6420717406	11.3163175049	1.14457364682	0.516552108731	282.831414749	19
17.6229545557	11.2971651475	1.24741818669	0.468074648092	279.56663207	19
17.6231633934	11.2833200409	1.21546656733	0.499033554569	277.131144488	19
17.6179127898	11.2878467052	1.20940217202	0.457540735968	278.403391125	19
17.6224546848	11.286777557	1.25630338826	0.474281521534	279.902102407	19
17.6382207089	11.2757304065	1.24538681908	0.438194523768	290.627204549	19
17.6234717289	11.2779944273	1.23830351823	0.5043969756	277.411021966	19
17.621043413	11.2779774629	1.21553939926	0.454138735714	281.041041502	19
17.6267405235	11.2997291589	1.31246237394	0.534782564152	273.801658859	19
17.6246705872	11.2948320353	1.33724322738	0.44973760288	282.371738945	19
17.6250317328	11.2990097508	1.32029666301	0.464075320763	281.094095807	19
17.6222620517	11.301499498	1.2876621872	0.549024098246	290.045503446	18
17.6342938197	11.3013422034	1.20653602247	0.513060368171	280.803797239	19
17.6250930556	11.3109998154	1.33203710805	0.545025152034	290.700652215	18
17.6372702367	11.2843696223	1.22297091862	0.475309565333	286.37073689	19
17.6193117888	11.3085546603	1.27804377004	0.495739513032	275.362670073	19
17.6024567487	11.2868797453	1.25233248826	0.510699088237	266.482121377	19
17.598905374	11.2825491308	1.32463874215	0.534399786677	279.989244182	18
17.5878269376	11.2903254914	1.21368333555	0.496138445282	261.279038686	19
17.585579631	11.2917569419	1.19544101901	0.532052120621	273.890211385	18
17.5874404354	11.2864692136	1.13928763031	0.46114491007	265.642033397	19
17.5983505845	11.3050826595	1.16857339529	0.504485588694	264.670723216	19
17.5905126109	11.2920264754	1.1532999718	0.45358644154	267.630066441	19
17.596197752	11.2954203743	1.18703458354	0.532518473108	279.260679211	18
17.5767378552	11.313683326	1.25999382445	0.531810794134	270.133031037	18
17.5797393529	11.3115059459	1.25378610266	0.424982736425	265.315180386	19
17.5982966091	11.2920112541	1.14407312418	0.497031137326	265.81941604	19
17.5993073865	11.2963834517	1.22944588392	0.474533039489	269.401434476	19
17.609106652	11.3046359146	1.33347368009	0.486891816185	272.043417148	19
17.5855789925	11.2874162766	1.27552862727	0.460931714674	264.896972141	19
17.5976375143	11.2978649617	1.1792375655	0.551651936735	298.578003191	17
17.5851347232	11.2735732963	1.25292509245	0.523538557499	275.418703156	18
17.5751728493	11.2908236884	1.26906276176	0.484408278077	257.577285758	19
17.5588778466	11.2912610795	1.35118958258	0.479962739539	250.095222507	19
17.5727958802	11.3007366134	1.30985633714	0.493000245086	255.174259059	19
17.5613998603	11.2799901667	1.36923290577	0.489268789834	269.209493209	18
17.5518514198	11.2912868075	1.32749522465	0.382103431742	258.443779834	19
17.5554855214	11.2935849696	1.38643873452	0.475170609151	250.317197007	19
17.5504720965	11.2959666999	1.34564350323	0.433167485044	252.594551084	19
17.5545047529	11.2894741527	1.39632261791	0.406370989657	257.690879616	19
17.562871163	11.2924694528	1.33488831352	0.492629176611	269.260026912	18
