# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6500000001	11.3100000001	0.8600000001	0.5300000001	271.500117356	20
17.6631133559	11.316076653	0.848390620424	0.4621065082	282.560156921	20
17.6449909826	11.3094151492	0.854390917452	0.596260461043	299.378318768	18
17.6628600854	11.3066218344	0.888166730362	0.499294363981	279.905277946	20
17.6408246676	11.3158514025	0.858380039121	0.454757312462	273.955430361	20
17.6429186549	11.3309854452	0.880676323241	0.54020274336	285.73193001	19
17.6638793155	11.3048311377	0.85209517337	0.582992392078	310.873201776	18
17.6382829305	11.3018637126	0.91570227691	0.599847870972	294.998937374	18
17.6650274156	11.3019032011	0.849375637846	0.532687491653	277.54913116	20
17.6464664062	11.2982847441	0.90404357766	0.532113761657	288.070122996	19
17.6500115846	11.3001802377	0.839751729231	0.541613238975	307.927989422	18
17.6342387349	11.3147563827	0.859484824901	0.508874805025	266.34960317	20
17.6314173126	11.3137147155	0.894598185126	0.517539897802	264.534642911	20
17.6243386316	11.3298140782	0.914629844725	0.462308334805	265.793777071	20
17.6149346908	11.3230974474	0.863349592206	0.571018444718	287.611426268	18
17.6122253032	11.333782306	0.934693490348	0.510540579855	256.313991938	20
17.6315754411	11.3339659675	0.991096663946	0.562320966514	296.605307292	18
17.5992256711	11.3311812167	0.855004619156	0.519888849857	285.369262941	18
17.6276622148	11.3144655254	0.894707671964	0.473571014445	266.746436414	20
17.6154730986	11.3567115996	0.93782461078	0.452469495343	246.941934002	21
17.5932595963	11.3532734656	0.97436646987	0.426391203373	240.747037835	21
17.6023112913	11.3664473554	1.04233909451	0.386023545681	246.07431539	21
17.5907741015	11.3615310646	0.85215676885	0.418423427458	254.269835387	20
17.5825909412	11.3227627088	0.946697561269	0.341562357651	242.784519473	21
17.5769028107	11.3459750298	0.902075331994	0.435174011627	234.431520052	21
17.5733534273	11.3519596589	0.87241103827	0.433569175233	232.363430395	21
17.5756123238	11.3496498703	0.893903443932	0.410406303334	235.095979714	21
17.5670214088	11.3409837849	0.886402717551	0.411491180438	232.187360942	21
17.5721967904	11.3391417138	0.79966963831	0.330836582716	253.057039664	20
17.5607524209	11.3403897896	0.995369489243	0.399707816084	231.441081458	21
17.5609126861	11.3318488224	0.991286785798	0.417892177689	229.939752156	21
17.5738746142	11.3194497923	0.999258127389	0.372043715433	238.988731083	21
17.5620107371	11.3300009956	1.00061571339	0.379960530453	233.370727391	21
17.5569694769	11.3443694883	1.03389493741	0.373878596463	231.908892337	21
17.5654584907	11.3332886908	0.970964369508	0.452842145062	228.857780766	21
17.5608124151	11.3427528046	0.962098842455	0.466016705386	225.937873221	21
17.5645419745	11.3426427272	1.0670434665	0.416054710789	231.846113751	21
17.5600526877	11.3578997506	1.01957550717	0.4298954057	227.793406545	21
17.5687671028	11.3517566039	0.994294055283	0.486160642448	228.139558689	21
17.5624146692	11.325134281	0.851168071815	0.328934075521	249.423131973	20
17.5551471901	11.3373560399	1.07542557376	0.406891872409	229.473880733	21
17.5575100289	11.3419504724	0.903926302598	0.424193729459	227.687563392	21
17.5602555003	11.3455935699	1.04352509702	0.447110265045	226.846445374	21
17.5509550518	11.3464530539	0.977851310705	0.426853693854	225.677327091	21
17.5553676065	11.3415350417	0.978251161922	0.52114659419	248.153747946	19
17.5494765382	11.3446081071	0.965943836115	0.457734958259	222.817516365	21
17.5534064399	11.3446068113	0.893856764146	0.487407595649	249.322240685	19
17.5689360526	11.3503040707	0.847554637779	0.372441349878	235.677755107	21
17.5596739306	11.3382183379	0.939099132198	0.497911501174	252.046472616	19
17.564122992	11.3448213663	0.935439364759	0.405408714412	232.115220466	21
17.5671106121	11.3472381648	0.99414043433	0.459331040402	229.457152726	21
17.5392813732	11.3708032516	0.929126581062	0.487522735077	243.229283452	19
17.5352150135	11.3430075966	1.03013876529	0.394097142595	221.882054856	21
17.5396567812	11.3248637636	1.06701083859	0.375007912524	226.062549937	21
17.524846031	11.3438431066	1.12971638002	0.412482476731	216.803745086	21
17.5226017519	11.3407404024	1.1046681133	0.442400460509	213.364543053	21
17.5302530633	11.3609492204	1.14477357946	0.443561103199	215.6930336	21
17.5326446857	11.3389955526	1.12712101053	0.457274877488	216.526230151	21
