# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6719	11.25	0.9	0.2	297.775295544	20
17.699768292	11.2586595761	0.885387853412	0.251529015156	305.9502022	20
17.6836088668	11.2365783474	0.898892334672	0.201532583714	303.580286993	20
17.664628353	11.252436866	0.911017485645	0.186921631855	296.477885857	20
17.6611408443	11.2546340524	0.907651349222	0.194285616337	293.996704815	20
17.6469257779	11.2639925736	0.875391030992	0.213056206926	288.20553266	20
17.6335594552	11.2690375077	0.918803559079	0.132857557935	284.29464456	20
17.6459139939	11.2768322389	0.893100418908	0.0860584938061	288.447028085	20
17.6312822856	11.2777382745	0.959359858024	0.206881095711	281.735067175	20
17.6297634821	11.2549305989	1.04431591193	0.17478075859	284.295989014	20
17.6330948613	11.2739062394	0.951960795938	0.198480522229	282.934608124	20
17.6138414047	11.2701655016	0.938988510356	0.251354332029	274.831413279	20
17.6096859235	11.2870351967	0.940001448793	0.291661791682	269.866848737	20
17.5994843359	11.2901688412	0.945726563936	0.305221329997	265.552774588	20
17.6095748966	11.2845379714	0.931919803692	0.246670213765	272.131459773	20
17.600618425	11.2888838318	0.998373390651	0.266526082608	252.816891095	21
17.5953056567	11.2938122542	1.02911524071	0.245202337376	251.684509888	21
17.5812332368	11.3063016668	0.995798467053	0.258758543773	245.898355455	21
17.587851867	11.3094181318	1.00663345679	0.232073543634	249.119490625	21
17.5901100105	11.3239014187	1.06256199958	0.296922792006	246.052991158	21
17.5840227475	11.351736621	1.06121628421	0.362220273076	238.783364108	21
17.5852602999	11.3470822927	1.01667309833	0.379515624751	238.794506711	21
17.5797658108	11.3507703098	1.1359692962	0.458881141306	260.796186515	19
17.5790178381	11.3497648746	1.00147376257	0.465758788788	260.828247482	19
17.5971582188	11.3520240932	1.00608099497	0.405156250739	241.331908413	21
17.5882533239	11.3436098598	1.06080930384	0.387176200322	239.272851125	21
17.5819619135	11.3440191496	1.00107755645	0.41698266339	235.26248808	21
17.5870443882	11.3531207545	0.942309847887	0.313554056326	241.958170248	21
17.5915821515	11.343481629	1.01668847639	0.388469625214	240.68083595	21
17.5749400216	11.3360220706	0.980858812942	0.436727675815	261.579065417	19
17.5874895535	11.3551363373	0.986502448427	0.521873664077	259.52202778	19
17.5753425238	11.3150121203	0.934397245113	0.392511596731	235.192791183	21
17.5783371902	11.2978930209	0.786717497679	0.328565627625	254.690786747	20
17.5704551983	11.3228501886	0.86058073162	0.365600647692	248.090893658	20
17.5701840857	11.3251462968	0.949412856527	0.257248919854	240.171687732	21
17.5923525911	11.3321539165	0.942440668756	0.409249321964	239.450618277	21
17.5646509966	11.3068125864	0.996781889573	0.383260082816	232.858419438	21
17.5843329272	11.3209154285	1.06144173185	0.45910612161	264.191585579	19
17.5540725787	11.300537562	0.95941226286	0.37869191141	229.427634538	21
17.5409367439	11.2942119775	0.871209797846	0.399479627507	250.582669441	19
17.5440819303	11.3099765938	0.92553200946	0.458227434122	246.594561701	19
17.5609372212	11.2957312819	0.958208560293	0.33991813272	234.874023954	21
