# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6500000001	11.3100000001	0.8600000001	0.5300000001	313.715952944	18
17.6457786703	11.3193617681	0.854164839454	0.510798910659	312.801790079	18
17.6543504219	11.3388933607	0.867447603049	0.505022510951	317.510036134	18
17.6551985025	11.312561607	0.873643311213	0.478725699517	320.697508142	18
17.6452068345	11.3209920679	0.853058918246	0.401899710576	283.056735186	20
17.6700532418	11.3148057301	0.883922445732	0.405816650264	292.62657179	20
17.6343571595	11.3259783362	0.846572136198	0.275268769973	282.247171636	20
17.6370321879	11.3165259524	0.897539240714	0.302877698783	283.983675649	20
17.6325028002	11.3217102318	0.802717733733	0.235647059251	284.355182203	20
17.6382439108	11.3070758265	0.760328780732	0.258889526565	285.998404629	20
17.6336676011	11.3017516351	0.824800539325	0.263286874849	285.606862615	20
17.6205603205	11.3184521034	0.761868796686	0.205678510326	280.818383255	20
17.6219049381	11.3066243057	0.693001747109	0.28398820166	278.749259842	20
17.605423377	11.3130721562	0.748449219669	0.297788670941	272.230221358	20
17.5840548303	11.3121935747	0.736465149497	0.334538414873	262.2842173	20
17.5916926827	11.3072444775	0.77231510287	0.285638738367	267.848449478	20
17.5808227519	11.3116119128	0.77719235685	0.384767689159	274.455415077	19
17.5928661041	11.3100966192	0.741848016678	0.263324417282	268.678774593	20
17.5880230248	11.3232119304	0.846784963673	0.392372185919	259.761045905	20
17.5973027171	11.3446515213	0.85679576691	0.384039546712	262.936121094	20
17.5878281588	11.321708605	0.847210386505	0.433392459908	291.854982192	18
17.5932031881	11.3194970709	0.940440309675	0.358097339554	250.396471014	21
17.6116844032	11.2981278792	1.01098912373	0.323910556806	260.378910955	21
17.604672831	11.3081839639	0.91014537101	0.371551724028	269.284043826	20
17.6009918351	11.3312810902	0.868454810115	0.314120236384	269.169067463	20
17.5916169321	11.3200579352	0.995138307802	0.380135389059	248.548799804	21
17.5829695178	11.3117340305	0.994116371751	0.312926600386	249.654797425	21
17.5852301243	11.3193082957	0.950468872294	0.449885767949	271.579313843	19
17.6018063516	11.3233240868	1.01282630115	0.456027405134	279.213356128	19
17.5820858556	11.3274318493	0.946654993233	0.36630797589	245.142833086	21
17.578738723	11.3187132717	0.918714561427	0.29818521955	248.559986785	21
17.5785730797	11.3303815904	1.02676328587	0.343469776101	245.971103075	21
17.5572025233	11.337753244	1.06868733861	0.393718361305	264.599984431	19
17.5789494627	11.3396884784	1.03921418365	0.396278835142	257.22313569	20
17.5783634571	11.3277792264	1.03548008465	0.231493539656	250.096936835	21
17.5820884036	11.3195959831	0.994025154445	0.42920046043	272.176977873	19
17.5677751089	11.3185857011	1.10159478738	0.297774493038	244.714713326	21
17.5768288331	11.3236545997	1.18754327509	0.286043961731	247.68054291	21
17.5788406574	11.3409339613	1.09811901521	0.266643180055	247.758628191	21
17.5706821824	11.3071618634	1.02432557713	0.353098333648	243.436936069	21
17.5622207513	11.3051498187	1.02149926316	0.401674518876	267.732099682	19
17.5717807749	11.307800051	1.00457568577	0.342007053141	244.662244918	21
17.5706814735	11.3012566958	1.16571657497	0.384175477409	257.753162089	20
17.5648010126	11.3275142874	0.946766113794	0.34914426852	240.454178205	21
17.55282793	11.33362814	0.94784785473	0.290155496981	238.85186181	21
17.5520311917	11.3196820754	0.97831104871	0.276380179819	240.314000331	21
17.5396285519	11.3377238282	0.980549078244	0.32715525224	232.297885339	21
17.5287493713	11.3299768732	1.02074962905	0.32183550379	229.625090929	21
17.540968902	11.3251269698	0.975630090071	0.372136422348	259.710122282	19
17.523303332	11.3210480606	1.0233050194	0.330818246831	227.657278922	21
17.5101332558	11.3240956755	1.10110133845	0.333079920842	221.959038834	21
17.5016481544	11.3335683251	1.12704434014	0.262995858323	223.00112026	21
17.5056765936	11.3337147559	1.15760410089	0.190383340949	227.556934421	21
17.4891044308	11.3367825403	1.16766117357	0.252001972018	219.516289059	21
17.4920052785	11.3419072223	1.20338608862	0.20367846388	222.212112172	21
17.4901865756	11.3312905665	1.15782029582	0.200402458066	223.319687455	21
17.4807248547	11.3390478877	1.12172532188	0.35650386125	235.891550093	19
17.4968441453	11.3262070569	1.08047910149	0.26523926903	221.832210169	21
17.4710639425	11.3192227768	1.21368024268	0.269325142141	214.221624117	21
17.4513261237	11.3217323116	1.17697630066	0.304580426262	229.98147535	19
17.4641686244	11.3220223043	1.18604210575	0.271594714297	211.266675511	21
