# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6500000001	11.3100000001	0.8600000001	0.5300000001	304.134746192	18
17.648836725	11.3022386603	0.820724035511	0.542934927061	302.278881634	18
17.6605040231	11.3039141036	0.84954355797	0.502581462217	312.865364048	18
17.6321615876	11.3046905839	0.783500004356	0.525856354164	294.921859746	18
17.6124756709	11.3163318627	0.77931405472	0.577561517044	300.168099563	17
17.6331136372	11.3190496124	0.846967074768	0.577688921553	290.296448455	18
17.6450176195	11.3154374216	0.728101630633	0.586436777592	295.421577938	18
17.6222496371	11.3236328123	0.887437335141	0.56485898806	286.680794332	18
17.6263780878	11.3421203648	0.854998857136	0.53542420873	292.213075023	18
17.6100880419	11.3463666479	0.897967067278	0.572279476767	278.791234962	18
17.5953697314	11.3633577796	0.93577253939	0.553025987684	257.400087357	19
17.6024189964	11.3496493998	0.854683922721	0.561143248689	277.10554138	18
17.5945917098	11.3647125858	0.938907430305	0.579818279539	254.403724029	19
17.5989208535	11.3700627456	0.882313347175	0.580481300738	272.984888798	18
17.5947484678	11.3813274769	0.896571124306	0.532269482109	259.661352565	19
17.6036502882	11.3751447843	0.989236362968	0.579040955974	258.892858272	19
17.5952356444	11.3565638143	0.941405725488	0.534695784804	259.012153457	19
17.5957594263	11.3764624641	0.910350911158	0.501354588469	262.817834775	19
17.5943408779	11.3645769598	0.988965212612	0.56399674662	256.378899369	19
17.6116107573	11.3821218486	0.87299336208	0.56957010511	280.722466216	18
17.6011251373	11.3818395393	0.857939925556	0.604693427054	293.860254521	17
17.5907068989	11.371907822	0.96871294489	0.6107727249	267.702762205	18
17.571856072	11.3648958804	0.970072277796	0.586073617795	260.858321005	18
17.5867696575	11.3534536993	0.91963354631	0.584832335609	267.901539361	18
17.6009453189	11.3502250252	1.01192964715	0.519572613133	263.125678382	19
17.5886376396	11.3686460737	0.971789390434	0.606934216982	266.815436356	18
17.5928473489	11.3634830801	0.95842031745	0.598354220651	270.238473899	18
17.6060492819	11.3546666409	0.990133362026	0.518027054627	266.013416126	19
17.5962145723	11.3546662664	0.932391637496	0.551387057393	257.924573145	19
17.5904730504	11.3712352521	0.986753593624	0.558985911119	254.685617799	19
17.5755278387	11.3757447074	0.941858194624	0.558045486113	247.450354534	19
17.5807014273	11.3908562831	0.919142981384	0.550351462096	251.79718577	19
17.5649020754	11.3771542514	1.01310394921	0.546764404175	243.760376151	19
17.5710834479	11.3677559557	1.05199084176	0.54921702923	246.510577381	19
17.5540053937	11.3920587952	0.936645327031	0.553617135492	239.372171229	19
17.557898625	11.3913189542	0.991175354025	0.434744701342	222.315123596	21
17.5598659346	11.3921077801	1.08314579819	0.351135028719	227.074364938	21
17.5580688481	11.3811515373	0.955964463063	0.422407614658	223.907947325	21
17.5620808578	11.395421419	0.873307928845	0.370041909778	227.270936453	21
17.5577508133	11.3766397697	0.94470639982	0.486388054874	247.369304483	19
17.5525651059	11.3826120985	1.00169263032	0.311131524509	226.946429344	21
17.5757631723	11.3694930523	0.854641996161	0.409237436315	231.499165313	21
17.5528608737	11.3586452001	0.895738811182	0.411611263438	223.513602855	21
17.5726555564	11.3376112343	0.943102018314	0.350123047715	234.808346318	21
17.5525514953	11.3459174513	0.873708686799	0.445323653752	248.881854199	19
17.5529307853	11.3553154365	0.894494474136	0.416519295668	222.897813457	21
17.5380383972	11.3536450088	0.888180361969	0.42570288022	244.49266996	19
17.5519769275	11.3525801512	0.893291994372	0.386211924145	225.069778784	21
17.56422813	11.3654320143	0.915121702708	0.508970771913	247.655728866	19
17.5455836636	11.3535524057	0.855375568857	0.393369415796	221.125893398	21
17.5429958889	11.3724224816	0.916665258689	0.438839621895	245.181377732	19
17.5406203386	11.358950452	0.822405870789	0.469906430902	240.49111698	19
17.545517439	11.3587923778	0.829710117018	0.390580333216	220.936120055	21
17.5475824815	11.3787049116	0.843323723623	0.382883231876	222.717924875	21
17.5408641315	11.3434671487	0.793426134361	0.438952738782	259.848608408	18
17.5595195235	11.3564085725	0.840286156936	0.336765516011	230.001123054	21
17.5369677208	11.3622854616	0.806558829527	0.414751278634	244.416118763	19
17.5365647758	11.3565227269	0.797073057213	0.406084483592	230.861919233	20
17.5556979766	11.3458927593	0.897145709501	0.311023193558	230.71145892	21
17.5555747011	11.3557925822	0.871174627637	0.431851140984	251.593696202	19
17.5496994331	11.3406977468	0.806287201434	0.451755715555	262.242549885	18
17.54040958	11.3534910629	0.701863625061	0.353422513707	233.787608333	20
17.5427084101	11.3546661367	0.754447075825	0.378611950579	233.641836159	20
17.5396520721	11.364841062	0.790952897385	0.391508386962	219.071272395	21
17.5550583755	11.3698162672	0.811353526073	0.436486454859	250.029478763	19
17.5506931453	11.3621127325	0.739373870859	0.349077496859	238.685255272	20
17.5399598963	11.3636187913	0.775251755145	0.347013483246	234.648694771	20
17.5606361284	11.3647727604	0.769624333212	0.463605045672	266.174294195	18
17.5320379937	11.3588044828	0.840018078331	0.384398500197	217.157619205	21
17.5313649281	11.3604734328	0.823248925941	0.353377216104	218.303094514	21
17.530078953	11.3589040173	0.818904487064	0.281764626383	222.766791036	21
17.5274328083	11.3531196401	0.793440600732	0.386337782648	215.360969891	21
17.5372993424	11.3547246291	0.733658417616	0.369413548322	231.764957964	20
17.5269501149	11.3565800439	0.805056509487	0.485025725508	232.727839274	19
17.5361389903	11.3644355733	0.755558179961	0.373320119121	231.419948865	20
17.5156759557	11.3623230403	0.889639748024	0.402980510595	237.296011978	19
17.5375461477	11.3638520054	0.764910730958	0.345139560584	234.005526688	20
17.5354688086	11.3564388768	0.780823515226	0.374673712228	219.052022459	21
17.5345745608	11.3684869473	0.731165303504	0.41895039646	258.883754759	18
17.5274200113	11.3523894204	0.806018391229	0.41823613995	240.054639932	19
17.5322947336	11.3537648995	0.729208631866	0.293113940388	234.873884709	20
17.5223135494	11.3470452157	0.723570316803	0.380429881971	225.471813503	20
17.5383325512	11.3606500988	0.763183961305	0.378888848737	231.539373148	20
17.5310193843	11.3508203517	0.726327524343	0.370958281111	229.757632429	20
17.5371303088	11.3597251945	0.695069030515	0.474806312854	253.341844287	18
17.5150569068	11.3512397568	0.660222574549	0.311459932836	226.576678038	20
17.5240363517	11.3588952149	0.794308232401	0.256634479957	221.430509385	21
17.5229083689	11.3503080761	0.786218795773	0.393175595851	226.191651862	20
17.5258296232	11.3500014829	0.783349870902	0.392415517459	228.000845513	20
17.5204426567	11.335396036	0.87707381203	0.403810882603	239.870133574	19
17.5181212222	11.3499735617	0.797632771723	0.360479467689	213.325006912	21
17.5121827398	11.3451647104	0.838041449579	0.402064985438	236.01396438	19
17.5164209731	11.3673539223	0.707436567884	0.419614361155	249.773826235	18
17.5120448273	11.348696217	0.749965989934	0.324692896284	213.850502491	21
17.5121199846	11.3289511027	0.719911878416	0.326482884188	226.455418481	20
17.5215375782	11.3370193832	0.783862432114	0.452550923545	249.536859111	18
17.5364076184	11.3487705013	0.746254607109	0.320840423141	234.785214993	20
17.5161056274	11.3472111067	0.801100329574	0.373168329464	211.89633045	21
17.5297011028	11.3312470852	0.701214761817	0.301063713874	234.092596252	20
17.5179609705	11.3697656657	0.81796651222	0.392915603183	224.533294106	20
17.5330773635	11.3550161076	0.809491001522	0.329075329697	221.15472907	21
17.5388327608	11.3413922937	0.825678822756	0.402283094306	232.016299809	20
17.518661493	11.348685522	0.791208792614	0.42093125655	235.715735362	19
17.5072470741	11.3447424753	0.833835637513	0.384796102396	235.188509639	19
17.5190068411	11.351880677	0.781373186375	0.508605282541	226.771372857	19
17.5027417312	11.3406733556	0.818789365866	0.351725479638	209.043524115	21
17.5137339844	11.3621728793	0.837410691309	0.261616038513	217.464240265	21
17.5158148257	11.3410041769	0.811632414583	0.354340301133	213.440892443	21
17.5020840141	11.3576427757	0.828678404893	0.35276760895	208.424099955	21
17.5069529567	11.3390856749	0.800553671469	0.436136345197	229.080697693	19
17.50472546	11.3534305157	0.804113938356	0.315323103247	212.084177655	21
