# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6719	11.25	0.9	0.2	288.214818172	20
17.6576406524	11.2446128764	0.937695416386	0.200947390511	284.375095058	20
17.66028474	11.2265728683	0.995154360814	0.0723793047144	290.704133744	20
17.6421427767	11.2478883482	0.879624549491	0.321804023401	272.680080376	20
17.6472274114	11.237911652	0.990389050602	0.310767794958	277.535190242	20
17.6588049699	11.2513162533	0.859292511764	0.363327444455	276.527324059	20
17.6530473178	11.248669288	0.924535572401	0.398075734648	273.153399308	20
17.6305462348	11.2540975539	0.92282687632	0.401723507749	263.093068964	20
17.6394111246	11.2537748164	0.885583837928	0.449469348994	262.211512455	20
17.6576340519	11.2625671553	0.786349005286	0.446960377869	269.549248151	20
17.6322153809	11.2468880978	0.943771927818	0.398202381054	264.186149771	20
17.6483202098	11.2483984222	0.964281194559	0.475412458864	281.430777215	19
17.6428111896	11.2447627377	0.832869566061	0.506601855808	292.575256095	18
17.6443829901	11.2399194586	0.957755697301	0.436865342891	266.364595683	20
17.6364267079	11.2592636863	0.883716371298	0.39102332663	265.884081274	20
17.6375566315	11.2489191054	0.865091434796	0.486463390203	292.54462713	18
17.6479725117	11.2522564944	0.813256463209	0.382826398503	271.203436213	20
17.6381147447	11.254853385	0.947310865447	0.483493588087	293.986424716	18
17.6372415533	11.2530397938	0.869335079259	0.517134739355	289.158612672	18
17.6597913085	11.2451684847	0.823991796401	0.53003292374	298.559757136	18
17.6375206148	11.2665945312	0.814903435915	0.557236403542	283.438107305	18
17.649949249	11.2657595094	0.827995904853	0.424475593854	269.058360382	20
17.6357029651	11.2440975167	0.951571814115	0.514354596928	288.574761472	18
17.6360357901	11.2437699749	0.877608837473	0.552012411778	282.996612524	18
17.6488262503	11.2649343342	0.872489703097	0.442271545209	266.205044026	20
17.6444499466	11.2550432042	0.843765691798	0.4528360876	262.96931114	20
17.6534282399	11.2597525252	0.894218089249	0.353330773478	274.933845966	20
17.6249324926	11.2552022227	0.866901726997	0.526922990835	280.749428326	18
17.6491798685	11.2483904527	0.819329913874	0.510852982373	296.066603482	18
17.6356214223	11.2469846478	0.82697206665	0.44275332263	260.696696605	20
17.6302004977	11.2583111506	0.826545390217	0.403913345414	262.149381143	20
17.6263588327	11.2446540164	0.841004895166	0.395317656694	260.951084881	20
17.6282893508	11.2506173283	0.8806874754	0.42397042638	259.028015672	20
17.6416971736	11.2611484469	0.954197017324	0.498701163637	293.947676126	18
17.6281317906	11.243167787	0.849144329194	0.441855827085	257.306518711	20
17.6487029303	11.2442932789	0.854858075459	0.351949273459	274.423670041	20
