# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
17.6500000001	11.3100000001	0.8600000001	0.5300000001	294.690991331	18
17.6549374577	11.3051863356	0.830657776785	0.551972548728	294.771685381	18
17.6590489276	11.3147109194	0.824937306613	0.510317169164	300.53529439	18
17.6381072502	11.2928320613	0.784685044282	0.52193110143	289.134997428	18
17.6298105527	11.2883011394	0.873697672727	0.545402259956	282.701497301	18
17.6220694503	11.2929923904	0.861358826458	0.56865872107	275.397783337	18
17.6175927295	11.2906556103	0.934260402459	0.549171627097	275.289406357	18
17.6078128629	11.2744749938	0.88771807125	0.513578687317	274.949100316	18
17.6138716699	11.2765104438	0.941379753985	0.535459148422	275.558573565	18
17.6068523822	11.2921185472	1.00400616593	0.598989881933	281.983918247	17
17.6102520212	11.2902897865	0.880629799419	0.499209626684	277.998236431	18
17.6081560978	11.2789551982	0.927739007931	0.514762308176	274.638053174	18
17.6241754342	11.2976322864	0.922360602025	0.54202095679	279.899903059	18
17.60038989	11.2779993887	0.966051665436	0.562160100098	264.111094655	18
17.6000013211	11.2754655008	1.00279449767	0.521637546323	270.764220132	18
17.6000894994	11.2760627663	1.02282717077	0.52559087679	270.669471452	18
17.6073991601	11.2858812402	0.958045286603	0.55352581865	270.001450816	18
17.6152187582	11.2934825777	0.985215540596	0.551616818874	274.557540885	18
17.608959112	11.2742364316	0.995349492795	0.566436728157	267.766469016	18
17.607977024	11.2818222607	0.93781459043	0.575950250939	285.996469459	17
17.6182764107	11.2735225444	0.979183363975	0.4792030861	284.988276546	18
17.612147158	11.2889131035	0.964449933222	0.574725203955	268.576162063	18
17.601477152	11.2703434595	1.01951781728	0.500274073923	274.526212347	18
17.6073629357	11.2806660197	0.998603679527	0.518821199493	275.183996736	18
17.5987423179	11.2852631759	0.922406239269	0.588505343806	278.288880652	17
17.592053252	11.290308411	0.972471980532	0.588027881412	276.122003929	17
17.6035170776	11.2696711208	0.944012695093	0.448188768869	247.315103673	20
17.6063761327	11.2600307691	1.01713206805	0.456058873165	282.280133996	18
