#2015-05-12  16:25
# k:	0.02	0.015	0.02	0.02
# k Multiplier = 1
# DataSets =Willott
# L_0 	 M_0 	 beta 	 gamma 	 chi_sqr 	 Number of Bins
18.0750976068	11.2431969101	0.912323909716	0.444439928326	3.21184704222	5	   *
18.0601645141	11.252879886	0.954633665058	0.457980176389	3.96399263689	4	   +1 *
18.0696888735	11.2497711695	0.965768834269	0.474217315772	3.93073991111	4	   +1 
18.0696888735	11.2497711695	0.965768834269	0.474217315772	3.93073991111	4	   +1 
18.1053665214	11.2280757051	0.977763807153	0.483964371621	3.67373239837	4	   +1 
18.1053665214	11.2280757051	0.977763807153	0.483964371621	3.67373239837	4	   +1 
18.1265271239	11.2345924963	0.983000726245	0.496414940132	3.59568184063	4	   +1 
18.1292431238	11.2456387891	0.996534552229	0.498375738312	3.11525280268	4	   +1 
18.1292431238	11.2456387891	0.996534552229	0.498375738312	3.11525280268	4	   +1 
18.1195597666	11.237917056	0.973772883919	0.497169650274	3.62601727869	4	   +1 *
18.1446836189	11.2612252242	0.940325195676	0.505054485688	2.79248612955	5	   
18.1654922624	11.2473734498	0.918825300134	0.480689649768	2.83974784984	5	   *
18.1654922624	11.2473734498	0.918825300134	0.480689649768	2.83974784984	5	   
18.1805506155	11.241636605	0.951540134041	0.496652933004	2.87646866827	5	   *
18.1805506155	11.241636605	0.951540134041	0.496652933004	2.87646866827	5	   
18.1645564722	11.2432899306	0.928376714347	0.491181985736	2.82590806993	5	   
18.1640032002	11.2441565066	0.908741800627	0.475959090185	2.83424835648	5	   *
18.1525449186	11.2172915672	0.924366813615	0.491591797261	2.79900482892	5	   
18.1466421236	11.2048092489	0.960316628332	0.454242794325	2.81169608287	5	   *
18.1542845694	11.1859274522	0.956843359769	0.444986991207	2.83583611975	5	   *
18.1489886956	11.1924458486	1.01140438235	0.454659789051	2.81915961572	5	   
18.1526809877	11.1719141702	1.03010370349	0.446342132755	2.83614389571	5	   *
18.1526809877	11.1719141702	1.03010370349	0.446342132755	2.83614389571	5	   
18.1651664855	11.1785716471	1.03063193957	0.424715186745	4.57742906484	5	   *
18.138700787	11.2097891614	1.01326250623	0.414933953588	4.57212149642	5	   
18.1463457713	11.2195253776	1.022824342	0.443053580857	4.56669490601	5	   
18.1518177402	11.221505472	1.06551624332	0.439609637173	4.57264576132	5	   *
18.1680122156	11.2288848811	1.08368532066	0.449600797402	4.54689557939	5	   
18.1479295689	11.2395521007	1.06427667357	0.447624689349	4.55993523951	5	   *
18.1498509547	11.2371515605	1.06842806805	0.44572100079	4.55877402367	5	   
18.125382349	11.2243196403	1.0580332589	0.445294988923	2.81207663838	5	   
18.125382349	11.2243196403	1.0580332589	0.445294988923	2.81207663838	4	   +1 
18.125382349	11.2243196403	1.0580332589	0.445294988923	2.81207663838	5	   
18.1225232449	11.2356231514	1.07788041277	0.434842626708	2.81959588915	5	   *
18.1225232449	11.2356231514	1.07788041277	0.434842626708	2.81959588915	5	   
18.1689359768	11.2349442196	1.09778716218	0.423447050663	4.57765416074	5	   *
18.1984211723	11.2206092357	1.11099882141	0.43085077428	5.02545540108	5	   *
18.1933401817	11.2126682923	1.09917303677	0.419076931575	5.00156328665	5	   
18.1853876593	11.2061847475	1.07820989367	0.442261411817	4.66677391039	5	   
18.21793326	11.2055902773	1.11417861394	0.473856816444	4.89397632375	5	   *
18.2470548731	11.2064932027	1.08384862324	0.454569262355	5.64585332616	5	   *
18.2599762743	11.2124121234	1.04659228881	0.451745220732	5.93877459563	5	   *
18.2760197439	11.2108176897	1.04729301017	0.47597261358	6.09043696374	5	   *
18.2779322397	11.2099667918	1.08095408995	0.472155069259	6.19255743694	5	   *
18.2644421747	11.2292023163	1.04906440273	0.500931676605	5.68190859575	5	   
18.2644421747	11.2292023163	1.04906440273	0.500931676605	5.68190859575	5	   
18.2502883974	11.2343315641	1.04969968421	0.507342701792	5.28109348096	5	   
18.2774431773	11.2214657776	1.02454982188	0.501350865057	5.88474342848	5	   *
18.2707622284	11.2374346495	1.02549907727	0.513913486265	5.71769201241	5	   
18.2550977614	11.2267088401	1.02042580308	0.495145825744	5.523205886	5	   
18.2550977614	11.2267088401	1.02042580308	0.495145825744	5.523205886	5	   
18.2660547366	11.2173352209	1.01398714331	0.478478521218	5.8494496361	5	   *
18.2281099016	11.2091964732	1.02913612955	0.470857487939	5.0377051222	5	   
18.2045112361	11.2184110013	1.04395070962	0.484670875025	4.72675844298	5	   
18.1978045878	11.2140795207	1.04790586063	0.523345794759	2.96892377009	5	   
18.1751185523	11.2170224871	1.03411559311	0.517715186934	2.84488884691	4	   +1 
18.1627969432	11.2358682925	1.04789775869	0.501957076044	2.82351414066	5	   
18.1813607361	11.2315628251	1.06453180637	0.520702926849	2.88025765369	5	   *
18.1750391855	11.2291565578	1.04604179877	0.517101003413	2.86652812319	5	   
18.1584196779	11.2075822031	1.03834780267	0.518687001862	3.6080463616	4	   +1 *
18.1336474543	11.1887624899	1.02370444812	0.485474544421	3.61041105972	4	   +1 *
18.1283610776	11.1988752839	1.00952931537	0.540891529743	5.35292502716	4	   +1 *
18.0927653783	11.1701858381	1.01889346948	0.551165900167	7.43330308274	4	   +1 *
18.1065121065	11.1692781753	1.03034120211	0.533952115608	7.21508486754	4	   +1 
18.1224200505	11.1736058574	1.01782508941	0.528535957703	5.39948719519	4	   +1 
18.1224200505	11.1736058574	1.01782508941	0.528535957703	5.39948719519	4	   +1 
18.1172213356	11.1806089473	1.04100912115	0.502947887861	4.34124433417	4	   +1 
18.12840019	11.1813627074	1.06275173646	0.507323141219	3.60786218646	4	   +1 
18.1185532544	11.1998553858	1.06253779195	0.513434727915	4.31036715118	4	   +1 *
18.1282345803	11.1898955847	1.05006037726	0.522484541059	4.29700316525	4	   +1 
18.1248901534	11.2063879448	1.07474769764	0.529569704712	4.28702605065	4	   +1 
18.0985670293	11.1950827458	1.06490157188	0.521654544226	5.4341447168	4	   +1 *
18.0985670293	11.1950827458	1.06490157188	0.521654544226	5.4341447168	4	   +1 
18.0829184069	11.1911148442	1.07468123972	0.509493528391	5.54415653056	4	   +1 *
18.0882813071	11.2107665505	1.0878608031	0.471015822271	3.70561938221	4	   +1 
18.0795540547	11.1842328732	1.0856054773	0.463498830703	3.75499523788	4	   +1 *
18.0596507688	11.1847068589	1.08321948363	0.471655468509	5.6496106041	4	   +1 *
18.0451194751	11.1973765844	1.0687880008	0.452408021554	4.70842400445	4	   +1 
18.0451194751	11.1973765844	1.0687880008	0.452408021554	4.70842400445	4	   +1 
18.0451194751	11.1973765844	1.0687880008	0.452408021554	4.70842400445	4	   +1 
18.0390183939	11.1773194365	1.04365151429	0.465848081673	7.66369121603	4	   +1 *
18.0575113287	11.1750883029	1.0451221097	0.473596593066	5.71432000097	4	   +1 
18.0575113287	11.1750883029	1.0451221097	0.473596593066	5.71432000097	4	   +1 
18.0677099354	11.1976403975	1.01654364761	0.470609438751	4.60929358653	4	   +1 
18.0846913482	11.1717654132	1.01113940962	0.480691637721	5.5234801177	4	   +1 *
18.0826365953	11.1787384085	0.980017445378	0.490395652397	5.602919505	4	   +1 *
18.1179803085	11.1464822725	0.97077129797	0.472728862314	3.69363145061	4	   +1 
18.1322116482	11.1597444883	0.945611748721	0.446582059021	2.81931043321	5	   
18.1247933256	11.1313011562	0.95571885827	0.470751574092	3.67763938512	4	   +1 *
18.1332161826	11.1337438534	0.959123658054	0.461096478758	3.63630966668	4	   +1 
18.1375376135	11.1632524474	0.957619397369	0.454654774841	2.82270367807	5	   
18.1100902825	11.1676931422	0.95519712821	0.473286052638	3.69755236225	4	   +1 *
18.1100902825	11.1676931422	0.95519712821	0.473286052638	3.69755236225	4	   +1 
18.1100902825	11.1676931422	0.95519712821	0.473286052638	3.69755236225	4	   +1 
18.1155497391	11.171076326	0.920778873824	0.419841510981	2.8243232147	5	   
18.1155497391	11.171076326	0.920778873824	0.419841510981	2.8243232147	5	   
18.1155497391	11.171076326	0.920778873824	0.419841510981	2.8243232147	5	   
18.1155669509	11.1637933549	0.903902737381	0.423158883229	2.83816214104	5	   *
18.1245616333	11.149650215	0.928364574026	0.451612542317	2.88387341875	5	   *
18.1435815754	11.1598614096	0.942738636435	0.456062663181	2.82077932201	5	   
18.1636163384	11.1692413668	0.929259652764	0.470992159276	2.85499938172	5	   *
18.1534008469	11.1772459874	0.931875936468	0.473696575764	2.81860863467	5	   
18.1534008469	11.1772459874	0.931875936468	0.473696575764	2.81860863467	5	   
18.1443429844	11.1793601449	0.895622474147	0.464949429471	2.82749649187	5	   *
18.1443429844	11.1793601449	0.895622474147	0.464949429471	2.82749649187	5	   
18.1458130921	11.1828103265	0.898583477726	0.435491765521	2.83127911267	5	   *
18.1466977009	11.16723154	0.896204753536	0.439401299418	2.82712509173	5	   
18.1587013296	11.1841126336	0.888294248846	0.44366627749	2.84681414701	5	   *
18.1433586282	11.171388513	0.898956771258	0.407048873062	4.58727355194	5	   *
18.1470657113	11.1562325795	0.886547015977	0.355619756191	4.55507601778	5	   
18.1269598032	11.1379025311	0.875205933995	0.314191751251	4.54468024935	5	   
18.1241910209	11.1769937241	0.919234759167	0.328376118004	4.53633767453	5	   
18.1478535751	11.1507261135	0.925908990247	0.380529311524	4.54730865879	5	   *
18.1677110007	11.1224421884	0.93139718997	0.375230886683	4.64013348357	5	   *
18.1641883901	11.1209285855	0.91137283569	0.375697234923	4.63043365606	5	   
18.1456805507	11.1152764069	0.953073854503	0.387987249703	4.61878658115	5	   
18.1288592836	11.1300759779	0.935487122501	0.371551638137	4.58515508586	5	   
18.1190822006	11.1200299209	0.950891412969	0.37500046473	4.59745378491	5	   *
18.0877339847	11.1317936316	0.927272644044	0.386455757578	2.91556607509	5	   
18.1019117689	11.113678048	0.941342039445	0.396913644182	2.89410972272	5	   
18.1019117689	11.113678048	0.941342039445	0.396913644182	2.89410972272	5	   
18.1019117689	11.113678048	0.941342039445	0.396913644182	2.89410972272	5	   
18.1492743978	11.1371628068	0.953192601066	0.382099913529	4.55652676023	5	   *
18.1492743978	11.1371628068	0.953192601066	0.382099913529	4.55652676023	5	   
18.1574422506	11.1478602758	0.93555153504	0.357306170191	4.63248070497	5	   *
18.1385491784	11.1532956344	0.958069919598	0.342123873085	4.56217472104	5	   
18.1108438583	11.1555455182	0.958204546453	0.315317408438	4.55962023546	5	   
18.0977367431	11.1633106091	0.978832530678	0.292578272158	4.5862064623	5	   *
18.0818696892	11.1572864276	0.984359662586	0.276849992179	4.59406124554	5	   *
18.0758453833	11.155315628	0.967308387537	0.270653724993	4.60551295946	5	   *
18.0873977453	11.1438709688	0.970994924576	0.283487588329	4.58635760646	5	   
18.0919118839	11.146110721	0.982003632191	0.285265289499	4.58075505294	5	   
18.132286523	11.132182066	0.971449675004	0.282358963027	4.85328425697	5	   *
18.1218499226	11.1262815323	0.976528752446	0.278797084582	4.83448674079	5	   
18.1218499226	11.1262815323	0.976528752446	0.278797084582	4.83448674079	5	   
18.1242400235	11.1229911022	0.967127557152	0.27856989624	4.8445184981	5	   *
18.1445774919	11.1204895355	0.940014471972	0.289160633278	4.95058722292	5	   *
18.1445774919	11.1204895355	0.940014471972	0.289160633278	4.95058722292	5	   
18.1587172945	11.1082921096	0.950245222615	0.305789090545	6.13586928828	5	   *
18.1587172945	11.1082921096	0.950245222615	0.305789090545	6.13586928828	5	   
18.1685506328	11.111612807	0.958286532293	0.330538017594	6.16534498285	5	   *
18.160974935	11.1216595463	0.997836492233	0.341890123069	4.76548839497	5	   
18.131449163	11.117962546	0.975755520897	0.37784277755	4.59360096406	5	   
18.1267872694	11.1158665719	1.00407336521	0.393867835241	4.57368630347	5	   
18.0978112484	11.1032875567	0.98203833231	0.404933755182	2.94853339031	5	   
18.0949065315	11.1077526302	0.984381343719	0.393599321669	2.90571612521	5	   
18.073470403	11.1036729979	0.990953779482	0.376298331441	2.93422563502	5	   *
18.07419338	11.1102157063	0.967950848965	0.365934467918	2.92984914076	5	   
18.1084796646	11.108690528	0.95675246254	0.390708730741	2.83288630963	5	   
18.1084796646	11.108690528	0.95675246254	0.390708730741	2.83288630963	5	   
18.1164690576	11.1167422575	0.960072163562	0.397786046839	2.82916669928	5	   
18.1187710948	11.1152992422	0.952379604269	0.410996058411	2.8303484544	5	   *
18.1055305365	11.1168410878	0.9512716268	0.422934117685	2.94560913123	5	   *
18.1055305365	11.1168410878	0.9512716268	0.422934117685	2.94560913123	4	   +1 
18.121637876	11.1162050176	0.943506436832	0.404968641477	2.8229834469	5	   
18.121637876	11.1162050176	0.943506436832	0.404968641477	2.8229834469	5	   
18.121637876	11.1162050176	0.943506436832	0.404968641477	2.8229834469	5	   
18.121637876	11.1162050176	0.943506436832	0.404968641477	2.8229834469	5	   
18.1387530403	11.1228164059	0.951525688637	0.425770816129	2.82584203435	5	   *
18.1387530403	11.1228164059	0.951525688637	0.425770816129	2.82584203435	5	   
18.1387530403	11.1228164059	0.951525688637	0.425770816129	2.82584203435	5	   
18.1353804449	11.1131363003	0.990136145247	0.421991210332	2.82584203435	5	   *
18.1257303252	11.0940178123	0.974208399594	0.437062298517	3.0024865269	5	   *
18.1257303252	11.0940178123	0.974208399594	0.437062298517	3.0024865269	4	   +1 
18.134594421	11.0832890428	0.990625778881	0.453296255469	3.66171803579	4	   +1 *
18.1545503525	11.0931893379	1.00464269596	0.431514708815	2.87506749857	5	   
18.1873931277	11.0951771901	1.00895216682	0.457837864732	3.021749553	5	   *
18.184685516	11.0903626366	0.983833225214	0.451984405086	3.00548377658	5	   
18.1949478031	11.0861109321	1.00220327556	0.440023073986	3.10463678184	5	   *
18.203529512	11.0997964139	0.954342367904	0.453347629676	3.13106423089	5	   *
18.157314049	11.0960325105	0.978554273417	0.444997871971	2.86979108653	5	   
18.1775568446	11.0760971042	0.990485392791	0.45269136757	2.96781565895	5	   *
18.1527550041	11.0716735319	0.978376590508	0.416992673244	2.88287437728	5	   
18.1347020042	11.0741565816	1.02045003603	0.444653879417	3.66407917992	4	   +1 *
18.1655529502	11.0585960226	1.00287365043	0.438424145149	2.9194421593	5	   
18.1625382664	11.0697122699	0.990729774644	0.426479308245	2.91588953825	5	   
18.1402634167	11.0641626251	0.988171611535	0.410575011869	2.86087225968	5	   
18.1402634167	11.0641626251	0.988171611535	0.410575011869	2.86087225968	4	   +1 
18.1402634167	11.0641626251	0.988171611535	0.410575011869	2.86087225968	5	   
18.1389528215	11.0568071035	1.02759093837	0.397090046911	2.85602207628	5	   
18.1400436948	11.0278491752	0.993778587626	0.38749749426	2.87499330093	5	   *
18.1400436948	11.0278491752	0.993778587626	0.38749749426	2.87499330093	5	   
18.1274975311	11.0373819499	1.00277672578	0.386218531164	2.85807654545	5	   
18.1103465278	11.0163150493	1.01607925246	0.379617932378	2.86653581498	5	   *
18.0957297134	11.0165866155	0.994978569675	0.394967501691	3.1230040806	5	   *
18.0791067701	10.9831011098	0.986777979545	0.384336391904	3.25367621316	5	   *
18.0791067701	10.9831011098	0.986777979545	0.384336391904	3.25367621316	4	   +1 
18.0791067701	10.9831011098	0.986777979545	0.384336391904	3.25367621316	4	   +1 
18.0516332087	10.999815367	0.987060545286	0.375619373152	4.08862411163	4	   +1 *
18.0516332087	10.999815367	0.987060545286	0.375619373152	4.08862411163	4	   +1 
18.0516332087	10.999815367	0.987060545286	0.375619373152	4.08862411163	4	   +1 
18.0516332087	10.999815367	0.987060545286	0.375619373152	4.08862411163	4	   +1 
18.0449633008	10.9965655977	1.00191020646	0.366718716748	3.45372396076	5	   
18.025288589	10.9554825159	1.02771204911	0.337806816473	3.60691279551	5	   *
18.0307548514	10.9409067449	1.03464308225	0.319714379799	3.40106391458	5	   
18.0307548514	10.9409067449	1.03464308225	0.319714379799	3.40106391458	4	   +1 
18.0308729089	10.9284146802	1.04120687984	0.298745269985	3.21628926622	5	   
18.0019261857	10.9065803994	1.0213076889	0.301694664623	3.78910373586	5	   *
18.0019261857	10.9065803994	1.0213076889	0.301694664623	3.78910373586	4	   +1 
17.9976876633	10.8978292447	1.0092060178	0.317803665958	4.42288007783	5	   *
17.9976876633	10.8978292447	1.0092060178	0.317803665958	4.42288007783	4	   +1 
18.0077505067	10.9137264408	1.02956632911	0.318046828829	3.86365470715	5	   
18.0077505067	10.9137264408	1.02956632911	0.318046828829	3.86365470715	4	   +1 
17.988284877	10.9170465144	1.03117698438	0.284572949357	3.82064217886	5	   
18.0070384655	10.9226729071	1.06357995808	0.282213615463	3.33607961906	5	   
18.0070384655	10.9226729071	1.06357995808	0.282213615463	3.33607961906	5	   
17.9893411073	10.9099026213	1.06019609821	0.313245132395	4.38736970029	5	   *
17.9963550979	10.8789413337	1.04111004944	0.348027323534	8.88446897678	4	   +1 *
17.9834978988	10.8840888943	1.03463270937	0.358355941952	9.57457027132	4	   +1 *
17.9708617396	10.8990978442	0.997486695026	0.348785907611	9.61315981478	4	   +1 *
17.9954468978	10.8921422393	1.00000534171	0.337259705772	6.90815230785	4	   +1 
17.9942487197	10.8838732613	0.978520558301	0.314445633617	4.52488447138	5	   
18.0142991737	10.8716527326	0.977189779844	0.313779151659	3.88922315338	5	   
18.0288824075	10.8713353637	0.951893569068	0.323357090827	3.73857978474	5	   
18.0288824075	10.8713353637	0.951893569068	0.323357090827	3.73857978474	4	   +1 
18.0634422267	10.8846197665	0.944640382668	0.339256871206	3.3786517908	5	   
18.0673315709	10.8736488054	0.922233839653	0.329650469337	3.34021778343	5	   
18.0806527283	10.8807588838	0.911254846435	0.315377499094	2.98516512489	5	   
18.0806527283	10.8807588838	0.911254846435	0.315377499094	2.98516512489	4	   +1 
18.086936726	10.8730859804	0.910795298044	0.304654835779	4.69696256037	5	   *
18.1029738015	10.8872455732	0.927875982163	0.311635761909	4.64087802837	5	   
18.0918999029	10.8549708928	0.93389941435	0.314432565588	4.72184250303	5	   *
18.1326010909	10.8411708965	0.929072728103	0.294229648704	4.65509099901	5	   
18.1298238809	10.8458084778	0.924914658482	0.289169365425	4.65418468949	5	   
18.1412201853	10.855666724	0.908414761354	0.267277691929	4.73293156102	5	   *
18.1412201853	10.855666724	0.908414761354	0.267277691929	4.73293156102	5	   
18.1412201853	10.855666724	0.908414761354	0.267277691929	4.73293156102	5	   
18.1263843586	10.8492335989	0.869189989632	0.265522596981	4.65598755456	5	   
18.1388072649	10.8445632119	0.857314395942	0.261688232722	4.70796338567	5	   *
18.1388072649	10.8445632119	0.857314395942	0.261688232722	4.70796338567	5	   
18.149891206	10.842229148	0.844680534133	0.275037599956	4.73309231011	5	   *
18.1477636905	10.8244006952	0.846309227157	0.277887176291	4.72964495323	5	   
18.152546649	10.8393320503	0.81702269447	0.296994566544	4.70560463511	5	   
18.1437304217	10.8276700011	0.827329652699	0.311841267801	4.69240763453	5	   
18.1398348092	10.839521287	0.865042541458	0.28938799362	4.66705817045	5	   
18.1211899876	10.8716372779	0.83266793839	0.307991500941	4.66400484821	5	   
18.1097162932	10.8549280344	0.821352796864	0.313168069031	4.71865814463	5	   *
18.1492341971	10.8443705283	0.816579134597	0.310404314997	4.71807219852	5	   
18.149327086	10.8565597041	0.841510011612	0.32365293736	4.70842439483	5	   
18.1218773563	10.8878373136	0.841277244371	0.310455188748	4.67166273134	5	   
18.1189289842	10.8993408939	0.850405168179	0.298367197842	4.66653564972	5	   
18.0979072615	10.9175849453	0.82533584356	0.289668303821	4.65690015052	5	   
18.1115426169	10.9201812988	0.840934918047	0.281343321527	4.58824230449	5	   
18.1115426169	10.9201812988	0.840934918047	0.281343321527	4.58824230449	5	   
18.0740586082	10.9001593423	0.811623636406	0.265014830273	4.6929404354	5	   *
18.0906438015	10.8968792865	0.817393803308	0.29843538141	4.69875402958	5	   *
18.1045838315	10.8782528733	0.794217817803	0.305827530966	4.70403054108	5	   *
18.1007818249	10.8860562851	0.812291118035	0.289446508047	4.65812409924	5	   
18.1006364787	10.8788036506	0.840828692787	0.265421813584	4.58903454339	5	   
18.0817428975	10.8879954143	0.862984028959	0.254971434284	4.5857883808	5	   
18.0683057073	10.8850923585	0.881389214453	0.258212889205	4.70001890096	5	   *
18.0634132918	10.8631521329	0.885290155538	0.25062909135	4.69928441074	5	   
18.0489154276	10.8418711552	0.88578388397	0.241061840652	4.7229604753	5	   *
18.0524126264	10.8494870842	0.877808872702	0.209393646661	4.62273707222	5	   
18.0919610714	10.8244354581	0.873088787969	0.19641175847	5.96040495527	5	   *
18.0957269197	10.8551323415	0.880660926988	0.186411835515	6.91511366167	5	   *
18.0953025769	10.8696826355	0.870374917462	0.204602343685	5.95699284721	5	   
18.0655587301	10.859216259	0.882067206201	0.212033984287	5.77908020056	5	   
18.0655587301	10.859216259	0.882067206201	0.212033984287	5.77908020056	5	   
18.0661011539	10.8757611547	0.859318805533	0.207854361535	4.59084797586	5	   
18.0500000245	10.861998456	0.892975509602	0.224747503261	4.68135897115	5	   *
18.0273733536	10.8474787084	0.90601862842	0.2417468698	4.85137114523	5	   *
18.0286173451	10.8528355081	0.902760295746	0.215572044268	4.71718026601	5	   
18.0212231022	10.8485709173	0.882988952567	0.236020034109	4.91320498347	5	   *
18.0176184899	10.8746217279	0.858877569734	0.198507560503	4.74277691053	5	   
18.0154559649	10.8791532317	0.85763188685	0.173323643893	4.69734643552	5	   
18.0283272578	10.8671238542	0.87858363669	0.180437421125	4.68020450955	5	   
18.022438892	10.8612827574	0.849401238079	0.196188132911	4.69432788331	5	   *
18.0060777214	10.8601102905	0.875402952588	0.224179092279	4.95118557408	5	   *
17.9595285633	10.8479176905	0.892301911492	0.209399991737	5.46987802184	5	   *
17.9640961017	10.8477121363	0.91693331256	0.208789758166	5.33823149421	5	   
17.9841495973	10.8116843634	0.963686222554	0.227794676944	5.17577641372	5	   
17.9524830728	10.7871101456	0.961961728799	0.245360227754	4.6017277414	5	   
17.9524830728	10.7871101456	0.961961728799	0.245360227754	4.6017277414	5	   
17.9184211843	10.7717615106	0.964681975399	0.210655515235	4.89884946799	5	   *
17.9184211843	10.7717615106	0.964681975399	0.210655515235	4.89884946799	5	   
17.9291114172	10.7749148042	0.977613873779	0.217478380452	4.611951822	5	   
17.8985633851	10.7694288131	0.9598956628	0.205991738484	5.2514630924	5	   *
17.8985633851	10.7694288131	0.9598956628	0.205991738484	5.2514630924	5	   
